Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
FunctiebeperkingAandoeningZiekte07;FunctiebeperkingAandoeningZiekte07;TRUE;numeric;92,78794403;1;5;NA;FALSE;4: ( 2.80%) | 3: ( 1.94%) | 5: ( 1.94%) | 1: ( 0.43%) | 2: (92.90%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.79  | stdev = 1.05;
FunctiebeperkingAandoeningZiekte08;FunctiebeperkingAandoeningZiekte08;TRUE;numeric;94,07965554;1;5;NA;FALSE;3: ( 1.61%) | 4: ( 1.29%) | 1: ( 1.08%) | 2: ( 0.97%) | 5: (95.05%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.02  | stdev = 1.34;
FunctiebeperkingAandoeningZiekte_01;FunctiebeperkingAandoeningZiekte_01;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0183  | stdev = 0.134;
FunctiebeperkingAandoeningZiekte_02;FunctiebeperkingAandoeningZiekte_02;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00183  | stdev = 0.0428;
FunctiebeperkingAandoeningZiekte_03;FunctiebeperkingAandoeningZiekte_03;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00916  | stdev = 0.0953;
FunctiebeperkingAandoeningZiekte_04;FunctiebeperkingAandoeningZiekte_04;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00366  | stdev = 0.0605;
FunctiebeperkingAandoeningZiekte_05;FunctiebeperkingAandoeningZiekte_05;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00183  | stdev = 0.0428;
FunctiebeperkingAandoeningZiekte_06;FunctiebeperkingAandoeningZiekte_06;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00366  | stdev = 0.0605;
FunctiebeperkingAandoeningZiekte_07;FunctiebeperkingAandoeningZiekte_07;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00916  | stdev = 0.0953;
FunctiebeperkingAandoeningZiekte_08;FunctiebeperkingAandoeningZiekte_08;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_09;FunctiebeperkingAandoeningZiekte_09;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (56%) | 1: (44%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0421  | stdev = 0.201;
FunctiebeperkingAandoeningZiekte_10;FunctiebeperkingAandoeningZiekte_10;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_11;FunctiebeperkingAandoeningZiekte_11;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00733  | stdev = 0.0854;
FunctiebeperkingAandoeningZiekte_12;FunctiebeperkingAandoeningZiekte_12;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_13;FunctiebeperkingAandoeningZiekte_13;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00366  | stdev = 0.0605;
FunctiebeperkingAandoeningZiekte_14;FunctiebeperkingAandoeningZiekte_14;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00366  | stdev = 0.0605;
FunctiebeperkingAandoeningZiekte_15;FunctiebeperkingAandoeningZiekte_15;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00733  | stdev = 0.0854;
FunctiebeperkingAandoeningZiekte_16;FunctiebeperkingAandoeningZiekte_16;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.011  | stdev = 0.104;
FunctiebeperkingAandoeningZiekte_17;FunctiebeperkingAandoeningZiekte_17;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0147  | stdev = 0.12;
FunctiebeperkingAandoeningZiekte_18;FunctiebeperkingAandoeningZiekte_18;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_19;FunctiebeperkingAandoeningZiekte_19;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_20;FunctiebeperkingAandoeningZiekte_20;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00183  | stdev = 0.0428;
FunctiebeperkingAandoeningZiekte_21;FunctiebeperkingAandoeningZiekte_21;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (56%) | 1: (44%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0531  | stdev = 0.224;
FunctiebeperkingAandoeningZiekte_22;FunctiebeperkingAandoeningZiekte_22;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_23;FunctiebeperkingAandoeningZiekte_23;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_24;FunctiebeperkingAandoeningZiekte_24;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_25;FunctiebeperkingAandoeningZiekte_25;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_26;FunctiebeperkingAandoeningZiekte_26;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (59%) | 1: (41%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00183  | stdev = 0.0428;
FunctiebeperkingAandoeningZiekte_27;FunctiebeperkingAandoeningZiekte_27;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (58%) | 1: (42%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00916  | stdev = 0.0953;
FunctiebeperkingAandoeningZiekte_28;FunctiebeperkingAandoeningZiekte_28;TRUE;numeric;41,22712594;0;1;NA;FALSE;0: (57%) | 1: (43%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.022  | stdev = 0.147;
FunctiebeperkingAandoeningZiekte_29;FunctiebeperkingAandoeningZiekte_29;TRUE;numeric;41,22712594;0;0;NA;FALSE;0: (100%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0  | stdev = 0;
FunctiebeperkingAandoeningZiekte_30;FunctiebeperkingAandoeningZiekte_30;TRUE;numeric;30,78579117;0;1;NA;FALSE;0: (69%) | 1: (31%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00311  | stdev = 0.0557;
FunctiebeperkingAandoeningZiekte_01_01;FunctiebeperkingAandoeningZiekte_01_01;TRUE;numeric;98,92357374;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte_01_02;FunctiebeperkingAandoeningZiekte_01_02;TRUE;numeric;99,89235737;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_03;FunctiebeperkingAandoeningZiekte_01_03;TRUE;numeric;99,46178687;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte_01_04;FunctiebeperkingAandoeningZiekte_01_04;TRUE;numeric;99,78471475;1;2;NA;FALSE;1: (  0.11%) | 2: ( 99.89%);Q1 = 1.25  | median = 1.5  | Q3 =  1.75  | mean = 1.5  | stdev = 0.707;
FunctiebeperkingAandoeningZiekte_01_05;FunctiebeperkingAandoeningZiekte_01_05;TRUE;numeric;99,89235737;4;4;NA;FALSE;4: (100%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 4  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_06;FunctiebeperkingAandoeningZiekte_01_06;TRUE;numeric;99,78471475;1;2;NA;FALSE;1: (  0.11%) | 2: ( 99.89%);Q1 = 1.25  | median = 1.5  | Q3 =  1.75  | mean = 1.5  | stdev = 0.707;
FunctiebeperkingAandoeningZiekte_01_07;FunctiebeperkingAandoeningZiekte_01_07;TRUE;numeric;99,46178687;1;2;NA;FALSE;2: (  0.43%) | 1: ( 99.57%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 1.8  | stdev = 0.447;
FunctiebeperkingAandoeningZiekte_01_08;FunctiebeperkingAandoeningZiekte_01_08;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_09;FunctiebeperkingAandoeningZiekte_01_09;TRUE;numeric;97,52421959;1;3;NA;FALSE;1: ( 2.3%) | 3: (97.7%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.17  | stdev = 0.576;
FunctiebeperkingAandoeningZiekte_01_10;FunctiebeperkingAandoeningZiekte_01_10;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_30;FunctiebeperkingAandoeningZiekte_01_30;TRUE;numeric;99,78471475;1;3;NA;FALSE;1: (  0.11%) | 3: ( 99.89%);Q1 = 1.5  | median = 2  | Q3 =  2.5  | mean = 2  | stdev = 1.41;
FunctiebeperkingAandoeningZiekte_01_11;FunctiebeperkingAandoeningZiekte_01_11;TRUE;numeric;99,56942949;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte_01_12;FunctiebeperkingAandoeningZiekte_01_12;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_13;FunctiebeperkingAandoeningZiekte_01_13;TRUE;numeric;99,78471475;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte_01_14;FunctiebeperkingAandoeningZiekte_01_14;TRUE;numeric;99,78471475;1;3;NA;FALSE;1: (  0.11%) | 3: ( 99.89%);Q1 = 1.5  | median = 2  | Q3 =  2.5  | mean = 2  | stdev = 1.41;
FunctiebeperkingAandoeningZiekte_01_15;FunctiebeperkingAandoeningZiekte_01_15;TRUE;numeric;99,56942949;1;4;NA;FALSE;1: (  0.22%) | 4: ( 99.78%);Q1 = 1  | median = 2.5  | Q3 =  4  | mean = 2.5  | stdev = 1.73;
FunctiebeperkingAandoeningZiekte_01_16;FunctiebeperkingAandoeningZiekte_01_16;TRUE;numeric;99,35414424;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte_01_17;FunctiebeperkingAandoeningZiekte_01_17;TRUE;numeric;99,13885899;1;4;NA;FALSE;2: ( 0.43%) | 1: ( 0.22%) | 3: ( 0.11%) | 4: (99.25%);Q1 = 1.75  | median = 2  | Q3 =  2.25  | mean = 2.12  | stdev = 0.991;
FunctiebeperkingAandoeningZiekte_01_18;FunctiebeperkingAandoeningZiekte_01_18;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_19;FunctiebeperkingAandoeningZiekte_01_19;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_20;FunctiebeperkingAandoeningZiekte_01_20;TRUE;numeric;99,89235737;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_21;FunctiebeperkingAandoeningZiekte_01_21;TRUE;numeric;96,87836383;1;4;NA;FALSE;1: ( 1.94%) | 3: ( 0.54%) | 2: ( 0.32%) | 4: (97.20%);Q1 = 1  | median = 1  | Q3 =  3  | mean = 1.76  | stdev = 1.09;
FunctiebeperkingAandoeningZiekte_01_22;FunctiebeperkingAandoeningZiekte_01_22;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_23;FunctiebeperkingAandoeningZiekte_01_23;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_24;FunctiebeperkingAandoeningZiekte_01_24;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_25;FunctiebeperkingAandoeningZiekte_01_25;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_26;FunctiebeperkingAandoeningZiekte_01_26;TRUE;numeric;99,89235737;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = NA;
FunctiebeperkingAandoeningZiekte_01_27;FunctiebeperkingAandoeningZiekte_01_27;TRUE;numeric;99,46178687;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte_01_28;FunctiebeperkingAandoeningZiekte_01_28;TRUE;numeric;98,70828848;1;3;NA;FALSE;1: ( 0.65%) | 2: ( 0.54%) | 3: (98.82%);Q1 = 1  | median = 1.5  | Q3 =  2  | mean = 1.58  | stdev = 0.669;
FunctiebeperkingAandoeningZiekte_01_29;FunctiebeperkingAandoeningZiekte_01_29;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_01;FunctiebeperkingAandoeningZiekte_02_01;TRUE;numeric;98,92357374;2;5;NA;FALSE;4: ( 0.54%) | 2: ( 0.32%) | 5: (99.14%);Q1 = 2.5  | median = 4  | Q3 =  4  | mean = 3.6  | stdev = 1.17;
FunctiebeperkingAandoeningZiekte_02_02;FunctiebeperkingAandoeningZiekte_02_02;TRUE;numeric;99,89235737;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_03;FunctiebeperkingAandoeningZiekte_02_03;TRUE;numeric;99,46178687;2;3;NA;FALSE;2: (  0.43%) | 3: ( 99.57%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2.2  | stdev = 0.447;
FunctiebeperkingAandoeningZiekte_02_04;FunctiebeperkingAandoeningZiekte_02_04;TRUE;numeric;99,78471475;3;3;NA;FALSE;3: (100%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3  | stdev = 0;
FunctiebeperkingAandoeningZiekte_02_05;FunctiebeperkingAandoeningZiekte_02_05;TRUE;numeric;99,89235737;3;3;NA;FALSE;3: (100%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_06;FunctiebeperkingAandoeningZiekte_02_06;TRUE;numeric;99,78471475;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_02_07;FunctiebeperkingAandoeningZiekte_02_07;TRUE;numeric;99,46178687;3;4;NA;FALSE;3: (  0.32%) | 4: ( 99.68%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.4  | stdev = 0.548;
FunctiebeperkingAandoeningZiekte_02_08;FunctiebeperkingAandoeningZiekte_02_08;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_09;FunctiebeperkingAandoeningZiekte_02_09;TRUE;numeric;97,52421959;2;4;NA;FALSE;3: ( 1.08%) | 2: ( 0.86%) | 4: (98.06%);Q1 = 2  | median = 3  | Q3 =  3  | mean = 2.87  | stdev = 0.757;
FunctiebeperkingAandoeningZiekte_02_10;FunctiebeperkingAandoeningZiekte_02_10;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_30;FunctiebeperkingAandoeningZiekte_02_30;TRUE;numeric;99,78471475;2;4;NA;FALSE;2: (  0.11%) | 4: ( 99.89%);Q1 = 2.5  | median = 3  | Q3 =  3.5  | mean = 3  | stdev = 1.41;
FunctiebeperkingAandoeningZiekte_02_11;FunctiebeperkingAandoeningZiekte_02_11;TRUE;numeric;99,56942949;1;3;NA;FALSE;3: (  0.22%) | 1: (  0.11%) | 2: ( 99.68%);Q1 = 1.75  | median = 2.5  | Q3 =  3  | mean = 2.25  | stdev = 0.957;
FunctiebeperkingAandoeningZiekte_02_12;FunctiebeperkingAandoeningZiekte_02_12;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_13;FunctiebeperkingAandoeningZiekte_02_13;TRUE;numeric;99,78471475;2;4;NA;FALSE;2: (  0.11%) | 4: ( 99.89%);Q1 = 2.5  | median = 3  | Q3 =  3.5  | mean = 3  | stdev = 1.41;
FunctiebeperkingAandoeningZiekte_02_14;FunctiebeperkingAandoeningZiekte_02_14;TRUE;numeric;99,78471475;2;4;NA;FALSE;2: (  0.11%) | 4: ( 99.89%);Q1 = 2.5  | median = 3  | Q3 =  3.5  | mean = 3  | stdev = 1.41;
FunctiebeperkingAandoeningZiekte_02_15;FunctiebeperkingAandoeningZiekte_02_15;TRUE;numeric;99,56942949;1;2;NA;FALSE;1: (  0.22%) | 2: ( 99.78%);Q1 = 1  | median = 1.5  | Q3 =  2  | mean = 1.5  | stdev = 0.577;
FunctiebeperkingAandoeningZiekte_02_16;FunctiebeperkingAandoeningZiekte_02_16;TRUE;numeric;99,35414424;1;3;NA;FALSE;3: ( 0.32%) | 2: ( 0.22%) | 1: (99.46%);Q1 = 2  | median = 2.5  | Q3 =  3  | mean = 2.33  | stdev = 0.816;
FunctiebeperkingAandoeningZiekte_02_17;FunctiebeperkingAandoeningZiekte_02_17;TRUE;numeric;99,13885899;2;4;NA;FALSE;3: ( 0.43%) | 4: ( 0.32%) | 2: (99.25%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.25  | stdev = 0.707;
FunctiebeperkingAandoeningZiekte_02_18;FunctiebeperkingAandoeningZiekte_02_18;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_19;FunctiebeperkingAandoeningZiekte_02_19;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_20;FunctiebeperkingAandoeningZiekte_02_20;TRUE;numeric;99,89235737;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_21;FunctiebeperkingAandoeningZiekte_02_21;TRUE;numeric;96,87836383;1;5;NA;FALSE;4: ( 1.83%) | 3: ( 0.54%) | 5: ( 0.54%) | 1: ( 0.11%) | 2: (96.99%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.83  | stdev = 0.889;
FunctiebeperkingAandoeningZiekte_02_22;FunctiebeperkingAandoeningZiekte_02_22;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_23;FunctiebeperkingAandoeningZiekte_02_23;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_24;FunctiebeperkingAandoeningZiekte_02_24;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_25;FunctiebeperkingAandoeningZiekte_02_25;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_26;FunctiebeperkingAandoeningZiekte_02_26;TRUE;numeric;99,89235737;3;3;NA;FALSE;3: (100%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3  | stdev = NA;
FunctiebeperkingAandoeningZiekte_02_27;FunctiebeperkingAandoeningZiekte_02_27;TRUE;numeric;99,46178687;2;4;NA;FALSE;2: (  0.22%) | 4: (  0.22%) | 3: ( 99.57%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3  | stdev = 1;
FunctiebeperkingAandoeningZiekte_02_28;FunctiebeperkingAandoeningZiekte_02_28;TRUE;numeric;98,70828848;1;5;NA;FALSE;4: ( 0.54%) | 3: ( 0.43%) | 1: ( 0.11%) | 2: ( 0.11%) | 5: (98.82%);Q1 = 3  | median = 3.5  | Q3 =  4  | mean = 3.33  | stdev = 1.07;
FunctiebeperkingAandoeningZiekte_02_29;FunctiebeperkingAandoeningZiekte_02_29;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_01;FunctiebeperkingAandoeningZiekte_03_01;TRUE;numeric;98,92357374;1;2;NA;FALSE;1: ( 0.75%) | 2: (99.25%);Q1 = 1  | median = 1  | Q3 =  1.75  | mean = 1.3  | stdev = 0.483;
FunctiebeperkingAandoeningZiekte_03_02;FunctiebeperkingAandoeningZiekte_03_02;TRUE;numeric;99,89235737;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_03;FunctiebeperkingAandoeningZiekte_03_03;TRUE;numeric;99,46178687;1;2;NA;FALSE;1: (  0.32%) | 2: ( 99.68%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.4  | stdev = 0.548;
FunctiebeperkingAandoeningZiekte_03_04;FunctiebeperkingAandoeningZiekte_03_04;TRUE;numeric;99,78471475;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_05;FunctiebeperkingAandoeningZiekte_03_05;TRUE;numeric;99,89235737;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_06;FunctiebeperkingAandoeningZiekte_03_06;TRUE;numeric;99,78471475;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_07;FunctiebeperkingAandoeningZiekte_03_07;TRUE;numeric;99,46178687;2;2;NA;FALSE;2: (100%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 2  | stdev = 0;
FunctiebeperkingAandoeningZiekte_03_08;FunctiebeperkingAandoeningZiekte_03_08;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
FunctiebeperkingAandoeningZiekte_03_09;FunctiebeperkingAandoeningZiekte_03_09;TRUE;numeric;97,52421959;1;2;NA;FALSE;1: ( 1.9%) | 2: (98.1%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.22  | stdev = 0.422;
FunctiebeperkingAandoeningZiekte_03_10;FunctiebeperkingAandoeningZiekte_03_10;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
